episode,category,puzzle_front,puzzle_back
https://ocdb.cc/episode/relatives-v-record-collectors/,Titles of Prince Charles,LRDF THS LS,LORD OF THE ISLES
https://ocdb.cc/episode/relatives-v-record-collectors/,Titles of Prince Charles,DKFC RNW LL,DUKE OF CORNWALL
https://ocdb.cc/episode/relatives-v-record-collectors/,Left-handed sportspeople,MR TNN VRT LV,MARTINA NAVRATILOVA
https://ocdb.cc/episode/relatives-v-record-collectors/,Left-handed sportspeople,BR NLR,BRIAN LARA
https://ocdb.cc/episode/relatives-v-record-collectors/,Left-handed sportspeople,PH LMC KLS N,PHIL MICKLESON
https://ocdb.cc/episode/relatives-v-record-collectors/,Left-handed sportspeople,BBR TH,BABE RUTH
https://ocdb.cc/episode/relatives-v-record-collectors/,Eric Morecambe catchphrases,W HTDYT HN KFT SFR,WHAT DO YOU THINK OF IT SO FAR?
https://ocdb.cc/episode/welsh-learners-v-relatives/,EU countries in English and one of their own languages,GRM NYN DDTS CHL ND,GERMANY AND DEUTSCHLAND
https://ocdb.cc/episode/welsh-learners-v-relatives/,EU countries in English and one of their own languages,RL NDDN R,IRELAND AND EIRE
https://ocdb.cc/episode/welsh-learners-v-relatives/,EU countries in English and one of their own languages,STNN DST,ESTONIA AND EESTI
https://ocdb.cc/episode/welsh-learners-v-relatives/,EU countries in English and one of their own languages,SPN ND SPN,SPAIN AND ESPANA
https://ocdb.cc/episode/welsh-learners-v-relatives/,Rudyard Kipling&#039;s Just So Stories,THC TTH TWLK DB YH MSLF,THE CAT THAT WALKED BY HIMSELF
https://ocdb.cc/episode/welsh-learners-v-relatives/,Rudyard Kipling&#039;s Just So Stories,HWT HLPR DG TH SSP TS,HOW THE LEOPARD GOT HIS SPOTS
https://ocdb.cc/episode/welsh-learners-v-relatives/,Rudyard Kipling&#039;s Just So Stories,THCR BTH TPLY DWTH THS,THE CRAB THAT PLAYED WITH THE SEA
https://ocdb.cc/episode/welsh-learners-v-relatives/,Rudyard Kipling&#039;s Just So Stories,HWT HCM LG TH SHMP,HOW THE CAMEL GOT HIS HUMP
https://ocdb.cc/episode/welsh-learners-v-relatives/,Two song titles in one,WD NHR TFG LSS,WOODEN HEART OF GLASS
https://ocdb.cc/episode/welsh-learners-v-relatives/,Two song titles in one,SNF PR CHRMN NTHMR RR,SON OF A PREACHER MAN IN THE MIRROR
https://ocdb.cc/episode/europhiles-v-software-engineers/,Things served cold,G ZP CH,GAZPACHO
https://ocdb.cc/episode/europhiles-v-software-engineers/,Things served cold,MR CN BR,AMERICAN BEER
https://ocdb.cc/episode/europhiles-v-software-engineers/,Things served cold,R VNG,REVENGE
https://ocdb.cc/episode/europhiles-v-software-engineers/,Things served cold,CC RM,ICE CREAM
https://ocdb.cc/episode/europhiles-v-software-engineers/,Opening words of novels,THPS TSF RG NCN TRY,THE PAST IS A FOREIGN COUNTRY
https://ocdb.cc/episode/europhiles-v-software-engineers/,Opening words of novels,HPP YFML SR LLLK,HAPPY FAMILIES ARE ALL ALIKE
https://ocdb.cc/episode/europhiles-v-software-engineers/,Opening words of novels,TWST HD YMYG RNDM THRXP LDD,IT WAS THE DAY MY GRANDMOTHER EXPLODED
https://ocdb.cc/episode/europhiles-v-software-engineers/,Opening words of novels,CL LMSH ML,CALL ME ISHMAEL
https://ocdb.cc/episode/europhiles-v-software-engineers/,Members of the weasel family,WL VRN,WOLVERINE
https://ocdb.cc/episode/europhiles-v-software-engineers/,Members of the weasel family,HN YBDGR,HONEY BADGER
https://ocdb.cc/episode/europhiles-v-software-engineers/,Members of the weasel family,STT R,SEA OTTER
https://ocdb.cc/episode/europhiles-v-software-engineers/,Members of the weasel family,RMN,ERMINE
https://ocdb.cc/episode/europhiles-v-relatives-2/,They have switched on Blackpool Illuminations,ST PS,STEPS
https://ocdb.cc/episode/europhiles-v-relatives-2/,They have switched on Blackpool Illuminations,THS TG,THE STIG
https://ocdb.cc/episode/europhiles-v-relatives-2/,They have switched on Blackpool Illuminations,RDRM,RED RUM
https://ocdb.cc/episode/europhiles-v-relatives-2/,They have switched on Blackpool Illuminations,KR MTT HFRG,KERMIT THE FROG
https://ocdb.cc/episode/europhiles-v-relatives-2/,Mothers and daughters,TP PHD R NNDM L NG RF FT H,TIPPI HEDREN AND MELANIE GRIFFITH
https://ocdb.cc/episode/europhiles-v-relatives-2/,Mothers and daughters,LSN DMGG RF FN,LOIS AND MEG GRIFFIN
https://ocdb.cc/episode/europhiles-v-relatives-2/,Mothers and daughters,QNT LPH SSN DRP,QUEEN TELEPHASSA AND EUROPA
https://ocdb.cc/episode/europhiles-v-relatives-2/,Mothers and daughters,MR NSL LVNN DMFR RW,MAUREEN O&#039;SULLIVAN AND MIA FARROW
https://ocdb.cc/episode/europhiles-v-relatives-2/,Represented by consecutive letters of the alphabet,J LNDK LVN,JOULE AND KELVIN
https://ocdb.cc/episode/europhiles-v-relatives-2/,Represented by consecutive letters of the alphabet,STRN DBL GM,AUSTRIA AND BELGIUM
https://ocdb.cc/episode/europhiles-v-relatives-2/,Represented by consecutive letters of the alphabet,RN MNDV NDM,URANIUM AND VANADIUM
https://ocdb.cc/episode/al-frescans-v-midlanders/,Welsh castles,PM BRKC STL,PEMBROKE CASTLE
https://ocdb.cc/episode/al-frescans-v-midlanders/,Welsh castles,CRP HL LYCST L,CAERPHILLY CASTLE
https://ocdb.cc/episode/al-frescans-v-midlanders/,Welsh castles,HRL CHC STL,HARLECH CASTLE
https://ocdb.cc/episode/al-frescans-v-midlanders/,Welsh castles,CRN RF NC STL,CAERNARFON CASTLE
https://ocdb.cc/episode/al-frescans-v-midlanders/,"Song titles, moved one day later",MN CTS DY,MANIC TUESDAY
https://ocdb.cc/episode/al-frescans-v-midlanders/,"Song titles, moved one day later",S TRDY MN LV,SATURDAY I&#039;M IN LOVE
https://ocdb.cc/episode/al-frescans-v-midlanders/,"Song titles, moved one day later",M ND YBL DYM NDY,MONDAY BLOODY MONDAY
https://ocdb.cc/episode/al-frescans-v-midlanders/,"Song titles, moved one day later",SND Y NGHTT TH M VS,SUNDAY NIGHT AT THE MOVIES
https://ocdb.cc/episode/al-frescans-v-midlanders/,Things you might share with a partner,DVTC VR,(A) DUVET COVER
https://ocdb.cc/episode/al-frescans-v-midlanders/,Things you might share with a partner,CH LD RN,CHILDREN
https://ocdb.cc/episode/al-frescans-v-midlanders/,Things you might share with a partner,RM NTCML,(A) ROMANTIC MEAL
https://ocdb.cc/episode/al-frescans-v-midlanders/,Things you might share with a partner,S RNM,(A) SURNAME
https://ocdb.cc/episode/al-frescans-v-midlanders/,A country and its second-largest island,NWZL NDNDN RTH SLND,NEW ZEALAND AND NORTH ISLAND
https://ocdb.cc/episode/al-frescans-v-midlanders/,A country and its second-largest island,TRN DDND TB GNDT BG,TRINIDAD AND TOBAGO AND TOBAGO
https://ocdb.cc/episode/hopsters-v-sprouters/,Children&#039;s party food,CC KTLS SGS,COCKTAIL SAUSAGES
https://ocdb.cc/episode/hopsters-v-sprouters/,Children&#039;s party food,CR RTS TC KS,CARROT STICKS
https://ocdb.cc/episode/hopsters-v-sprouters/,Children&#039;s party food,CHC LTF NG RS,CHOCOLATE FINGERS
https://ocdb.cc/episode/hopsters-v-sprouters/,Children&#039;s party food,JL LYN DCC RM,JELLY AND ICE CREAM
https://ocdb.cc/episode/hopsters-v-sprouters/,They can go up and down,SH RPR CS,SHARE PRICES
https://ocdb.cc/episode/hopsters-v-sprouters/,They can go up and down,S CL TRS,ESCALATORS
https://ocdb.cc/episode/hopsters-v-sprouters/,They can go up and down,HTRBL LNS,HOT AIR BALLOONS
https://ocdb.cc/episode/hopsters-v-sprouters/,They can go up and down,THG RN DLDD KFY RKN D HST NT HS NDMN,THE GRAND OLD DUKE OF YORK AND HIS TEN THOUSAND MEN
https://ocdb.cc/episode/hopsters-v-sprouters/,Fishy expressions,RDH RR NG,(A) RED HERRING
https://ocdb.cc/episode/hopsters-v-sprouters/,Fishy expressions,JM PTHS HRK,JUMP THE SHARK
https://ocdb.cc/episode/hopsters-v-sprouters/,Fishy expressions,SL PP RYSN L,SLIPPERY AS AN EEL
https://ocdb.cc/episode/hopsters-v-sprouters/,Fishy expressions,MM RYL KGL DFSH,(A) MEMORY LIKE A GOLDFISH
https://ocdb.cc/episode/hopsters-v-sprouters/,Words used in English that come from Japanese,KR K,KARAOKE
https://ocdb.cc/episode/four-opinions-v-bean-farmers/,They sound colourful,THS LFW GHT,THE ISLE OF WIGHT
https://ocdb.cc/episode/four-opinions-v-bean-farmers/,They sound colourful,RDYS TD YG,READY STEADY GO
https://ocdb.cc/episode/four-opinions-v-bean-farmers/,They sound colourful,GR YSNP RRY,GRAYSON PERRY
https://ocdb.cc/episode/four-opinions-v-bean-farmers/,They sound colourful,GNG RN,GANGRENE
https://ocdb.cc/episode/four-opinions-v-bean-farmers/,Famous philatelists,CH RLC HP LN,CHARLIE CHAPLIN
https://ocdb.cc/episode/four-opinions-v-bean-farmers/,Famous philatelists,FRN KLN DR SLVT,FRANKLIN D ROOSEVELT
https://ocdb.cc/episode/four-opinions-v-bean-farmers/,Famous philatelists,Y NR ND,AYN RAND
https://ocdb.cc/episode/four-opinions-v-bean-farmers/,Famous philatelists,D RN,DR NO
https://ocdb.cc/episode/four-opinions-v-bean-farmers/,An animal and its mother,MLN DH RS,(A) MULE AND (A) HORSE
https://ocdb.cc/episode/four-opinions-v-bean-farmers/,An animal and its mother,HN NYN DD NKY,(A) HINNY AND (A) DONKEY
https://ocdb.cc/episode/four-opinions-v-bean-farmers/,An animal and its mother,LG RN DT GR,(A) LIGER AND (A) TIGER
https://ocdb.cc/episode/four-opinions-v-bean-farmers/,An animal and its mother,TGNN DLN,(A) TIGON AND (A) LION
https://ocdb.cc/episode/four-opinions-v-bean-farmers/,Reasons for failing an MOT,BL W NBL BS,BLOWN BULBS
https://ocdb.cc/episode/four-opinions-v-bean-farmers/,Reasons for failing an MOT,WRNB RKS,WORN BRAKES
https://ocdb.cc/episode/harmonics-v-cat-cows/,Famous people born in the 21st century,GRTT HN BRG,GRETA THUNBERG
https://ocdb.cc/episode/harmonics-v-cat-cows/,Famous people born in the 21st century,BLLL SH,BILLIE EILISH
https://ocdb.cc/episode/harmonics-v-cat-cows/,Famous people born in the 21st century,MMR DCN,EMMA RADUCANU
https://ocdb.cc/episode/harmonics-v-cat-cows/,Famous people born in the 21st century,ML LBBB YB RWN,MILLIE BOBBY BROWN
https://ocdb.cc/episode/harmonics-v-cat-cows/,Light sources,K RS NLNT RN,KEROSENE LANTERN
https://ocdb.cc/episode/harmonics-v-cat-cows/,Light sources,NC NDSC NTBL B,INCANDESCENT BULB
https://ocdb.cc/episode/harmonics-v-cat-cows/,Light sources,BL MNS CN C,BIOLUMINESCENCE
https://ocdb.cc/episode/harmonics-v-cat-cows/,Light sources,THSN,THE SUN
https://ocdb.cc/episode/harmonics-v-cat-cows/,Rock and roll,CHR SR CKN DS WS SRL L,CHRIS ROCK AND SWISS ROLL
https://ocdb.cc/episode/harmonics-v-cat-cows/,Rock and roll,K DRC KN DHM RL L,KID ROCK AND HAM ROLL
https://ocdb.cc/episode/harmonics-v-cat-cows/,Rock and roll,GNS RC KNDDR MR LL,IGNEOUS ROCK AND DRUM ROLL
https://ocdb.cc/episode/harmonics-v-cat-cows/,Rock and roll,DW YN JH NSN N DS P RN GRLL,DWYANE JOHNSON AND SPRING ROLL
https://ocdb.cc/episode/too-many-cookes-v-pipe-dreamers/,Fictional rabbits,PT RR BB T,PETER RABBIT
https://ocdb.cc/episode/too-many-cookes-v-pipe-dreamers/,Fictional rabbits,FV R,FIVER
https://ocdb.cc/episode/too-many-cookes-v-pipe-dreamers/,Fictional rabbits,T HDR CL LBN NY,THE DURACELL BUNNY
https://ocdb.cc/episode/too-many-cookes-v-pipe-dreamers/,Fictional rabbits,THV LV TN RB BT,THE VELVETEEN RABBIT
https://ocdb.cc/episode/too-many-cookes-v-pipe-dreamers/,Phrases involving professions,SLP NGPL CMN,SLEEPING POLICEMAN
https://ocdb.cc/episode/too-many-cookes-v-pipe-dreamers/,Phrases involving professions,BK RSD ZN,BAKER&#039;S DOZEN
https://ocdb.cc/episode/too-many-cookes-v-pipe-dreamers/,Phrases involving professions,PCH RT RNDG MK PR,POACHER-TURNED-GAMEKEEPER
https://ocdb.cc/episode/too-many-cookes-v-pipe-dreamers/,Phrases involving professions,RCH TCTFY RW ND WNF LL,ARCHITECT OF YOUR OWN DOWNFALL
https://ocdb.cc/episode/too-many-cookes-v-pipe-dreamers/,They played a brother and a sister,MR KHM LLN DCR RFS HR,MARK HAMILL AND CARRIE FISHER
https://ocdb.cc/episode/too-many-cookes-v-pipe-dreamers/,They played a brother and a sister,DV DSCH WM MRN DCRT NYCX,DAVID SCHWIMMER AND COURTENEY COX
https://ocdb.cc/episode/too-many-cookes-v-pipe-dreamers/,They played a brother and a sister,JH NC SC KNDJ NCS CK,JOHN CUSACK AND JOAN CUSACK
https://ocdb.cc/episode/too-many-cookes-v-pipe-dreamers/,They played a brother and a sister,ST VCG N,STEVE COOGAN
https://ocdb.cc/episode/too-many-cookes-v-pipe-dreamers/,Parts of a horse,WT HRS,WITHERS
https://ocdb.cc/episode/too-many-cookes-v-pipe-dreamers/,Parts of a horse,FT LCK,FETLOCK
https://ocdb.cc/episode/too-many-cookes-v-pipe-dreamers/,Parts of a horse,MN,MANE
https://ocdb.cc/episode/bloomsbury-group-v-tea-totallers/,They rhyme with English counties,H VN,HEAVEN
https://ocdb.cc/episode/bloomsbury-group-v-tea-totallers/,They rhyme with English counties,CR ST,CORSET
https://ocdb.cc/episode/bloomsbury-group-v-tea-totallers/,They rhyme with English counties,PR SSR,PRESSURE
https://ocdb.cc/episode/bloomsbury-group-v-tea-totallers/,They rhyme with English counties,W NN DBR,WINE AND BEER
https://ocdb.cc/episode/bloomsbury-group-v-tea-totallers/,Authority figures and their adjectives,JD GN DJ DCL,JUDGE AND JUDICIAL
https://ocdb.cc/episode/bloomsbury-group-v-tea-totallers/,Authority figures and their adjectives,GVR NRN DGBR NTRL,GOVERNOR AND GUBERNATORIAL
https://ocdb.cc/episode/bloomsbury-group-v-tea-totallers/,Authority figures and their adjectives,BSH PNDP SCPL,BISHOP AND EPISCOPAL
https://ocdb.cc/episode/bloomsbury-group-v-tea-totallers/,Authority figures and their adjectives,SV RGNN DRYL,SOVEREIGN AND ROYAL
https://ocdb.cc/episode/bloomsbury-group-v-tea-totallers/,Animals with aggressive-sounding names,MGG RCR CDL,MUGGER CROCODILE
https://ocdb.cc/episode/bloomsbury-group-v-tea-totallers/,Animals with aggressive-sounding names,BX R,BOXER
https://ocdb.cc/episode/bloomsbury-group-v-tea-totallers/,Animals with aggressive-sounding names,GW YB RD,GO-AWAY BIRD
https://ocdb.cc/episode/third-agers-v-introverts/,Bow tie wearers,CL NLS ND RS,COLONEL SANDERS
https://ocdb.cc/episode/third-agers-v-introverts/,Bow tie wearers,HR CLP RT,HERCULE POIROT
https://ocdb.cc/episode/third-agers-v-introverts/,Bow tie wearers,KRS TYT HCL WN,KRUSTY THE CLOWN
https://ocdb.cc/episode/third-agers-v-introverts/,Bow tie wearers,MR LND TR CH,MARLENE DIETRICH
https://ocdb.cc/episode/third-agers-v-introverts/,Animals named after their body parts,RB NRDBR ST,ROBIN REDBREAST
https://ocdb.cc/episode/third-agers-v-introverts/,Animals named after their body parts,P RBS C SMN KY,PROBOSCIS MONKEY
https://ocdb.cc/episode/third-agers-v-introverts/,Animals named after their body parts,TH RT DS LTH,THREE-TOED SLOTH
https://ocdb.cc/episode/third-agers-v-introverts/,Animals named after their body parts,FXF CRB BTFSH,FOXFACE RABBITFISH
https://ocdb.cc/episode/third-agers-v-introverts/,An actress and a bishop,JDDN CHN DDSMN DTT,JUDI DENCH AND DESMOND TUTU
https://ocdb.cc/episode/third-agers-v-introverts/,An actress and a bishop,JL R BRTSN DJ ST NW LBY,JULIA ROBERTS AND JUSTIN WELBY
https://ocdb.cc/episode/third-agers-v-introverts/,An actress and a bishop,FRN CSM CDR MN DNDH RLDB SHP,FRANCES MCDORMAND AND HAROLD BISHOP
https://ocdb.cc/episode/third-agers-v-introverts/,An actress and a bishop,MGGSM THN DBS HPCKLND,MAGGIE SMITH AND BISHOP AUCKLAND
https://ocdb.cc/episode/uisge-beathas-v-crunchers/,They&#039;re dirty,DRTYD NCNG,DIRTY DANCING
https://ocdb.cc/episode/uisge-beathas-v-crunchers/,They&#039;re dirty,DR TYHR RYCL LH N,DIRTY HARRY CALLAHAN
https://ocdb.cc/episode/uisge-beathas-v-crunchers/,They&#039;re dirty,NGLSW THDR TYF CS,ANGELS WITH DIRTY FACES
https://ocdb.cc/episode/uisge-beathas-v-crunchers/,They&#039;re dirty,DRTYD NW TTS,DIRTY DEN WATTS
https://ocdb.cc/episode/uisge-beathas-v-crunchers/,They&#039;re rotten,RT TNT MTS,ROTTEN TOMATOES
https://ocdb.cc/episode/uisge-beathas-v-crunchers/,They&#039;re rotten,RTT NBR GHS,ROTTEN BOROUGHS
https://ocdb.cc/episode/uisge-beathas-v-crunchers/,They&#039;re rotten,JH NLY DN,JOHN LYDON
https://ocdb.cc/episode/uisge-beathas-v-crunchers/,They&#039;re rotten,SM TH NGNT HST TFD NMRK,SOMETHING IN THE STATE OF DENMARK
https://ocdb.cc/episode/uisge-beathas-v-crunchers/,They&#039;re scoundrels,LN GJH NSL VR,LONG JOHN SILVER
https://ocdb.cc/episode/uisge-beathas-v-crunchers/,They&#039;re scoundrels,LR DBY RN,LORD BYRON
https://ocdb.cc/episode/uisge-beathas-v-crunchers/,They&#039;re scoundrels,LCD RB RV LL,ALEC D&#039;URBERVILLE
https://ocdb.cc/episode/uisge-beathas-v-crunchers/,They&#039;re scoundrels,LVJ Y,LOVEJOY
https://ocdb.cc/episode/uisge-beathas-v-crunchers/,Cartoon characters and their voice actors,BG SBN NYN DM LBL NC,BUGS BUNNY AND MEL BLANC
https://ocdb.cc/episode/hopsters-v-midlanders/,Something you might do at a wedding,TH RWC NFT T,THROW CONFETTI
https://ocdb.cc/episode/hopsters-v-midlanders/,Something you might do at a wedding,TS SB QT,TOSS (A) BOUQUET
https://ocdb.cc/episode/hopsters-v-midlanders/,Something you might do at a wedding,FR GTT HRNG S,FORGET THE RINGS
https://ocdb.cc/episode/hopsters-v-midlanders/,Something you might do at a wedding,SP KNW RFR VRHL DY RPC,SPEAK NOW OR FOREVER HOLD YOUR PEACE
https://ocdb.cc/episode/hopsters-v-midlanders/,Films and the Shakespeare plays they are based on,WS TS DST RYN DR MNDJ LT,WEST SIDE STORY AND ROMEO AND JULIET
https://ocdb.cc/episode/hopsters-v-midlanders/,Films and the Shakespeare plays they are based on,FR BDD NPLNTN DTHT MPST,FORBIDDEN PLANET AND THE TEMPEST
https://ocdb.cc/episode/hopsters-v-midlanders/,Films and the Shakespeare plays they are based on,NY NBTYN DM CHDB TN TH NG,ANYONE BUT YOU AND MUCH ADO ABOUT NOTHING
https://ocdb.cc/episode/hopsters-v-midlanders/,Films and the Shakespeare plays they are based on,N DTH LL,O AND OTHELLO
https://ocdb.cc/episode/hopsters-v-midlanders/,They happen in February,VL NTN SDY,VALENTINE&#039;S DAY
https://ocdb.cc/episode/hopsters-v-midlanders/,They happen in February,P RSD NTSD Y,PRESIDENTS&#039; DAY
https://ocdb.cc/episode/hopsters-v-midlanders/,They happen in February,GR NDH GDY,GROUNDHOG DAY
https://ocdb.cc/episode/hopsters-v-midlanders/,They happen in February,GR N D H GD Y,GROUNDHOG DAY
https://ocdb.cc/episode/harmonics-v-bean-farmers/,Phrases involving clothing,GDYT WSHS,(A) GOODY TWO-SHOES
https://ocdb.cc/episode/harmonics-v-bean-farmers/,Phrases involving clothing,T FP C KT,OUT OF POCKET
https://ocdb.cc/episode/harmonics-v-bean-farmers/,Phrases involving clothing,WRYR H RT NY RS LV,WEAR YOUR HEART ON YOUR SLEEVE
https://ocdb.cc/episode/harmonics-v-bean-farmers/,Phrases involving clothing,L LTM YHT,I&#039;LL EAT MY HAT
https://ocdb.cc/episode/harmonics-v-bean-farmers/,Countries merged with female singers,RG NT NT RNR,ARGENTINA TURNER
https://ocdb.cc/episode/harmonics-v-bean-farmers/,Countries merged with female singers,ZRB JN TJC KS N,AZERBAIJANET JACKSON
https://ocdb.cc/episode/harmonics-v-bean-farmers/,Countries merged with female singers,J RD NNM NG,JORDANNII MINOGUE
https://ocdb.cc/episode/harmonics-v-bean-farmers/,Countries merged with female singers,BRK NFS PHL LSB XTR,BURKINA FASOPHIE ELLIS-BEXTOR
https://ocdb.cc/episode/harmonics-v-bean-farmers/,Famous European churches,SNTPT RSB SLC,SAINT PETER&#039;S BASILICA
https://ocdb.cc/episode/harmonics-v-bean-farmers/,Famous European churches,N TRD M,NOTRE-DAME
https://ocdb.cc/episode/pipe-dreamers-v-tea-totallers/,Guys,GYRT C H,GUY RITCHIE
https://ocdb.cc/episode/pipe-dreamers-v-tea-totallers/,Guys,G YFW KS,GUY FAWKES
https://ocdb.cc/episode/pipe-dreamers-v-tea-totallers/,Guys,B LLNYTHS C N CG Y,BILL NYE THE SCIENCE GUY
https://ocdb.cc/episode/pipe-dreamers-v-tea-totallers/,Guys,FM LYGY,FAMILY GUY
https://ocdb.cc/episode/pipe-dreamers-v-tea-totallers/,Dolls,BR B,BARBIE
https://ocdb.cc/episode/pipe-dreamers-v-tea-totallers/,Dolls,P LL YPCK T,POLLY POCKET
https://ocdb.cc/episode/pipe-dreamers-v-tea-totallers/,Dolls,CT NMN,ACTION MAN
https://ocdb.cc/episode/pipe-dreamers-v-tea-totallers/,Dolls,ST RWBRR YS HR TCK,STRAWBERRY SHORTCAKE
https://ocdb.cc/episode/pipe-dreamers-v-tea-totallers/,"A person with an animal in their name, but grown up",RY NGS,RYAN GOOSE
https://ocdb.cc/episode/pipe-dreamers-v-tea-totallers/,"A person with an animal in their name, but grown up",LD YCR LNS HP,LADY CAROLINE SHEEP
https://ocdb.cc/episode/pipe-dreamers-v-tea-totallers/,"A person with an animal in their name, but grown up",FRR TH R NG TN,FERRET HARINGTON
https://ocdb.cc/episode/pipe-dreamers-v-tea-totallers/,"A person with an animal in their name, but grown up",KN GRS SX,KANGAROO ESSEX
https://ocdb.cc/episode/pipe-dreamers-v-tea-totallers/,A theatre and its city,THR YLXC H NGN DM NCH STR,THE ROYAL EXCHANGE AND MANCHESTER
https://ocdb.cc/episode/uisge-beathas-v-third-agers/,Knighted sports stars born on 23rd March,ST VRDG RV,STEVE REDGRAVE
https://ocdb.cc/episode/uisge-beathas-v-third-agers/,Knighted sports stars born on 23rd March,RG RBNN STR,ROGER BANNISTER
https://ocdb.cc/episode/uisge-beathas-v-third-agers/,Knighted sports stars born on 23rd March,JSNK NNY,JASON KENNY
https://ocdb.cc/episode/uisge-beathas-v-third-agers/,Knighted sports stars born on 23rd March,MF RH,MO FARAH
https://ocdb.cc/episode/uisge-beathas-v-third-agers/,Expressions of surprise,DN TB LVT,I DON&#039;T BELIEVE IT
https://ocdb.cc/episode/uisge-beathas-v-third-agers/,Expressions of surprise,HL YCW,HOLY COW
https://ocdb.cc/episode/uisge-beathas-v-third-agers/,Expressions of surprise,GDNS SGR CSM,GOODNESS GRACIOUS ME
https://ocdb.cc/episode/uisge-beathas-v-third-agers/,Expressions of surprise,GL LYG SH,GOLLY GOSH
https://ocdb.cc/episode/uisge-beathas-v-third-agers/,Terms used by startups,PV T,PIVOT
https://ocdb.cc/episode/uisge-beathas-v-third-agers/,Terms used by startups,HCK YSTC KGR WTH,HOCKEY STICK GROWTH
https://ocdb.cc/episode/uisge-beathas-v-third-agers/,Terms used by startups,NG LNV S TR,ANGEL INVESTOR
https://ocdb.cc/episode/uisge-beathas-v-third-agers/,Terms used by startups,XTST RTGY,EXIT STRATEGY
https://ocdb.cc/episode/uisge-beathas-v-third-agers/,Things located in Liverpool,NF LD,ANFIELD
https://ocdb.cc/episode/uisge-beathas-v-third-agers/,Things located in Liverpool,THC VRNC LB,THE CAVERN CLUB
https://ocdb.cc/episode/uisge-beathas-v-third-agers/,Things located in Liverpool,RYLL BR TD CK,ROYAL ALBERT DOCK
https://ocdb.cc/episode/uisge-beathas-v-third-agers/,Things located in Liverpool,WLK RRTG LLRY,WALKER ART GALLERY
https://ocdb.cc/episode/al-frescans-v-sprouters/,Music competitions,T HVC,THE VOICE
https://ocdb.cc/episode/al-frescans-v-sprouters/,Music competitions,BTT LF T HBN DS,BATTLE OF THE BANDS
https://ocdb.cc/episode/al-frescans-v-sprouters/,Music competitions,STD DFD,EISTEDDFOD
https://ocdb.cc/episode/al-frescans-v-sprouters/,Music competitions,RV SN,EUROVISION
https://ocdb.cc/episode/al-frescans-v-sprouters/,People who knock on doors,DL VRYD RV RS,DELIVERY DRIVERS
https://ocdb.cc/episode/al-frescans-v-sprouters/,People who knock on doors,JH VHSW TNS SS,JEHOVAH&#039;S WITNESSES
https://ocdb.cc/episode/al-frescans-v-sprouters/,People who knock on doors,PLT CNS,POLITICIANS
https://ocdb.cc/episode/al-frescans-v-sprouters/,People who knock on doors,RF RSWHH PP NTBNY RR,ROOFERS WHO HAPPEN TO BE IN YOUR AREA
https://ocdb.cc/episode/al-frescans-v-sprouters/,An animal and what it is the largest of,CPY BRN DRDN TS,CAPYBARA AND RODENTS
https://ocdb.cc/episode/al-frescans-v-sprouters/,An animal and what it is the largest of,SL TWT RCRC DLN DRP TLS,SALTWATER CROCODILE AND REPTILES
https://ocdb.cc/episode/al-frescans-v-sprouters/,An animal and what it is the largest of,STR CH NDBR DS,OSTRICH AND BIRDS
https://ocdb.cc/episode/al-frescans-v-sprouters/,An animal and what it is the largest of,B LWH LND NM LS,BLUE WHALE AND ANIMALS
https://ocdb.cc/episode/four-opinions-v-cat-cows/,Books with titles containing school subjects,LSS NSNC HMS TRY,LESSONS IN CHEMISTRY
https://ocdb.cc/episode/four-opinions-v-cat-cows/,Books with titles containing school subjects,THF RN CHL TNN TSW MN,THE FRENCH LIEUTENANT&#039;S WOMAN
https://ocdb.cc/episode/four-opinions-v-cat-cows/,Books with titles containing school subjects,THH STR YB YS,THE HISTORY BOYS
https://ocdb.cc/episode/four-opinions-v-cat-cows/,Books with titles containing school subjects,PR SNR SFG FR PHY,PRISONERS OF GEOGRAPHY
https://ocdb.cc/episode/four-opinions-v-cat-cows/,Films with titles containing school subjects,WR DSC NC,WEIRD SCIENCE
https://ocdb.cc/episode/four-opinions-v-cat-cows/,Films with titles containing school subjects,MR CNH ST RYX,AMERICAN HISTORY X
https://ocdb.cc/episode/four-opinions-v-cat-cows/,Films with titles containing school subjects,THN GL SHPT NT,THE ENGLISH PATIENT
https://ocdb.cc/episode/four-opinions-v-cat-cows/,Films with titles containing school subjects,CNF SS NSFT NGD RMQ N,CONFESSIONS OF A TEENAGE DRAMA QUEEN
https://ocdb.cc/episode/four-opinions-v-cat-cows/,Songs by Girls Aloud,BL GY,BIOLOGY
https://ocdb.cc/episode/four-opinions-v-cat-cows/,Songs by Girls Aloud,WH LLT THST RY,WHOLE LOTTA HISTORY
https://ocdb.cc/episode/four-opinions-v-cat-cows/,Songs by Girls Aloud,CN TSP KFR NCH,CAN&#039;T SPEAK FRENCH
https://ocdb.cc/episode/four-opinions-v-cat-cows/,Songs by Girls Aloud,SM THN GKN DH,SOMETHING KINDA OOOOH
https://ocdb.cc/episode/four-opinions-v-cat-cows/,Jobs at a school,TCH NGSS ST NT,TEACHING ASSISTANT
https://ocdb.cc/episode/four-opinions-v-cat-cows/,Jobs at a school,FM LYL SNFF CR,FAMILY LIAISON OFFICER
https://ocdb.cc/episode/four-opinions-v-cat-cows/,Tiebreaker,CL SB TNC GR,"CLOSE, BUT NO CIGAR"
